song_id,title,chart,play_style,rating,unlocked,note_count,radar_notes,radar_peak,radar_scratch,radar_soflan,radar_charge,radar_chord,source,id_resolution,updated_at
03008,R5,SPA,SP,11,True,889,0.9304,1.0131,0.3736,0,0,0.8564,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
03009,REINCARNATION,SPN,SP,4,False,424,0.3463,0.3714,0.0952,0,0,0.03,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
03009,REINCARNATION,SPH,SP,5,False,525,0.4289,0.5,0.1488,0,0,0.042,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
03009,REINCARNATION,SPA,SP,7,False,643,0.5253,0.5857,0.1547,0,0,0.0551,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
03010,Schlagwerk,SPN,SP,4,False,414,0.4281,0.3857,0.1959,0,0,0.04,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
03010,Schlagwerk,SPH,SP,6,False,663,0.6857,0.6,0.2788,0,0,0.2849,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
03010,Schlagwerk,SPA,SP,8,False,848,0.8771,0.8,0.1884,0,0,0.6144,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
03011,Skyscraper,SPN,SP,4,False,372,0.3797,0.4,0.2082,0,0,0.0471,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
03011,Skyscraper,SPH,SP,6,False,610,0.6227,0.6,0.3421,0,0,0.2623,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
03011,Skyscraper,SPA,SP,7,False,629,0.6421,0.7,0.3644,0,0,0.2867,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
03012,Tangerine Stream,SPN,SP,2,True,141,0.1455,0.1857,0.0075,0,0,0.004,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
03012,Tangerine Stream,SPH,SP,3,True,198,0.2043,0.3,0.0075,0,0,0.0531,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
03013,THE SAFARI,SPN,SP,7,False,618,0.7077,0.6285,0.4505,0,0,0.4972,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
03013,THE SAFARI,SPH,SP,10,True,900,1.0307,0.9285,0.4839,0,0,0.8659,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
03018,never let you down,SPN,SP,4,False,408,0.4125,0.3428,0.2209,0,0,0.0825,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
03018,never let you down,SPH,SP,5,False,575,0.5757,0.5142,0.2042,0,0,0.2751,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
03018,never let you down,SPA,SP,5,False,581,0.5874,0.5142,0.2209,0,0,0.2836,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04000,250bpm,SPN,SP,5,False,353,0.4049,0.4,0.4597,0,0,0.0811,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04000,250bpm,SPH,SP,8,False,528,0.6057,0.5571,0.6185,0,0,0.2691,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04000,250bpm,SPA,SP,10,False,726,0.8329,0.8857,0.8943,0,0,0.6073,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04001,ABSOLUTE,SPN,SP,6,False,682,0.5464,0.4857,0.1284,0.3663,0,0.1285,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04001,ABSOLUTE,SPH,SP,8,False,935,0.7491,0.6142,0.1692,0.4914,0,0.2795,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04001,ABSOLUTE,SPA,SP,10,True,1218,0.9758,0.8285,0.2393,0.8971,0,0.8296,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04001,ABSOLUTE,SPL,SP,11,True,1412,1.1312,1.0526,0.2334,0.9751,1.7216,1.0276,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04003,Broken My Heart,SPN,SP,5,False,474,0.4512,0.4285,0.3676,0,0,0.1259,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04003,Broken My Heart,SPH,SP,7,False,751,0.7149,0.6142,0.3814,0,0,0.4196,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04003,Broken My Heart,SPA,SP,9,True,914,0.8701,0.8428,0.3814,0,0,0.7413,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04004,CHECKING YOU OUT,SPN,SP,7,True,339,0.325,0.3,1.0361,0.314,0,0.032,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04004,CHECKING YOU OUT,SPH,SP,9,True,481,0.4612,0.5285,1.3459,0.5181,0,0.0917,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04004,CHECKING YOU OUT,SPA,SP,11,True,700,0.6712,0.6857,1.3459,0.8471,0,0.4244,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04005,Clione,SPN,SP,4,True,264,0.2114,0.2714,0.1342,0,0,0.034,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04005,Clione,SPH,SP,5,True,479,0.3836,0.5571,0.1342,0,0,0.1095,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04005,Clione,SPA,SP,9,True,811,0.6495,0.7714,0.14,0,0,0.4453,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04005,Clione,SPL,SP,11,True,1102,0.8826,1,0.1283,0,1.3279,0.7154,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04006,DXY!,SPN,SP,6,True,651,0.6056,0.9428,0.3592,0,0,0.076,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04006,DXY!,SPH,SP,9,True,968,0.9005,0.9571,0.305,0,0,0.5173,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04006,DXY!,SPA,SP,10,True,1158,1.0773,1.3684,0.5083,0,0,0.7214,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04007,empathy,SPN,SP,5,False,416,0.3704,0.4,0.0713,0,0,0.098,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04007,empathy,SPH,SP,7,False,703,0.626,0.6428,0.0648,0.6625,0,0.3587,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04007,empathy,SPA,SP,8,False,743,0.6616,0.7571,0.0648,0.7979,0,0.393,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04008,era (step mix),SPN,SP,5,False,565,0.5005,0.4142,0.1613,0.687,0,0.0545,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04008,era (step mix),SPH,SP,8,False,733,0.6494,0.5428,0.1613,0.8806,0,0.0851,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04008,era (step mix),SPA,SP,9,False,875,0.7752,0.7428,0.1613,1.0068,0,0.1271,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04012,HIGHER,SPN,SP,3,False,270,0.2602,0.2428,0.1544,0,0,0.028,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04012,HIGHER,SPH,SP,4,False,468,0.451,0.3857,0.2106,0,0,0.2183,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04012,HIGHER,SPA,SP,6,False,641,0.6177,0.5714,0.2387,0,0,0.522,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04014,KAMIKAZE,SPN,SP,5,False,515,0.4735,0.4142,0.4086,0,0,0.2375,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04014,KAMIKAZE,SPH,SP,6,False,745,0.6849,0.6571,0.4354,0,0,0.5355,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04014,KAMIKAZE,SPA,SP,10,False,1157,1.0637,1.0394,0.3952,0,0,1.1626,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04015,LOVE WILL・・・,SPN,SP,4,True,279,0.3024,0.3142,0.2211,0,0,0.048,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04015,LOVE WILL・・・,SPH,SP,4,True,379,0.4109,0.4285,0.1895,0,0,0.1609,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04015,LOVE WILL・・・,SPA,SP,7,True,732,0.7936,0.7285,0.2448,0,0,0.7006,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04016,minimalian,SPN,SP,3,True,271,0.2864,0.3,0.2695,0,0,0.0511,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04016,minimalian,SPH,SP,8,True,555,0.5865,0.6857,0.2695,0,0,0.269,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04016,minimalian,SPA,SP,9,True,706,0.7461,0.7857,0.2695,0,0,0.3541,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04020,starmine,SPN,SP,5,False,456,0.4224,0.4,0.3037,0,0,0.1105,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04020,starmine,SPH,SP,8,False,719,0.666,0.6428,0.4522,0,0,0.4248,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04020,starmine,SPA,SP,9,False,800,0.7411,0.7142,0.5534,0,0,0.5485,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04021,Voltage (feat. Hidemaru),SPN,SP,5,False,480,0.5003,0.4142,0.167,1.546,0,0.1216,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04021,Voltage (feat. Hidemaru),SPH,SP,7,False,630,0.6566,0.5857,0.167,1.6294,0,0.3681,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04021,Voltage (feat. Hidemaru),SPA,SP,8,True,670,0.6983,0.6571,0.167,1.6294,0,0.4431,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04023,Hitch Hiker2,SPN,SP,4,False,420,0.3822,0.4,0.3646,0,0,0.0745,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04023,Hitch Hiker2,SPH,SP,6,False,609,0.5541,0.5285,0.411,0,0,0.2706,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04023,Hitch Hiker2,SPA,SP,7,False,665,0.6051,0.6428,0.411,0,0,0.3479,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04023,Hitch Hiker2,SPL,SP,9,True,976,0.8881,0.8714,0.6033,0,0,0.8557,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04025,SWEET LAB,SPN,SP,3,False,280,0.2905,0.3571,0.4687,0,0,0.0205,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04025,SWEET LAB,SPH,SP,6,False,496,0.5147,0.5714,0.756,0,0,0.247,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04025,SWEET LAB,SPA,SP,10,False,692,0.718,0.8428,1.1575,0,0,0.61,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04026,DIAMOND JEALOUSY,SPN,SP,5,False,343,0.3857,0.4285,0.3523,0,0,0.114,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04026,DIAMOND JEALOUSY,SPH,SP,6,False,546,0.614,0.5571,0.4916,0,0,0.3826,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04031,Under Construction,SPN,SP,5,False,417,0.4175,0.4,0.2991,0,0,0.0431,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04031,Under Construction,SPH,SP,7,False,507,0.5076,0.6571,0.248,0,0,0.1589,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04031,Under Construction,SPA,SP,8,False,582,0.5827,0.6714,0.2991,0,0,0.2943,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04032,FLOWERS for ALBION,SPN,SP,2,True,122,0.1221,0.1714,0.0218,0.4213,0,0.006,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04032,FLOWERS for ALBION,SPH,SP,5,True,222,0.2222,0.5428,0.0291,0.4687,0,0.0359,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04033,Jam&Marmalade,SPN,SP,6,False,388,0.5107,0.5142,0.3069,0,0,0.1491,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04033,Jam&Marmalade,SPH,SP,7,False,456,0.6002,0.5285,0.3069,0,0,0.2003,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
04033,Jam&Marmalade,SPA,SP,8,False,512,0.674,0.7285,0.5466,0,0,0.2608,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
05000,Abyss,SPN,SP,5,False,639,0.543,0.5,0.0681,0,0,0.2437,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
05000,Abyss,SPH,SP,7,False,817,0.6943,0.6142,0.1609,0,0,0.4511,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
05000,Abyss,SPA,SP,8,False,945,0.8031,0.8,0.2352,0,0,0.7365,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
05004,in my eyes,SPN,SP,5,True,484,0.4253,0.3571,0.1408,0,0,0.052,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
05004,in my eyes,SPH,SP,6,True,739,0.6493,0.5428,0.192,0,0,0.2901,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
05004,in my eyes,SPA,SP,7,True,798,0.7012,0.6714,0.3265,0,0,0.3617,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
05005,Kiss me all night long,SPN,SP,5,False,471,0.4814,0.4571,0.2904,0,0,0.022,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
05005,Kiss me all night long,SPH,SP,6,False,629,0.6429,0.6285,0.4468,0,0,0.1857,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
05005,Kiss me all night long,SPA,SP,7,False,746,0.7625,0.7142,0.4468,0,0,0.3235,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
05007,outer wall,SPN,SP,5,True,474,0.4576,0.4142,0.3798,0,0,0.062,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
05007,outer wall,SPH,SP,6,True,687,0.6633,0.6142,0.605,0,0,0.3913,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
05007,outer wall,SPA,SP,8,True,892,0.8613,0.7714,0.5768,0,0,0.7267,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
05009,QQQ,SPN,SP,5,False,621,0.5387,0.4857,0.3034,0,0,0.2211,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
05009,QQQ,SPH,SP,8,False,961,0.8337,0.6571,0.4614,0,0,0.5303,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
05009,QQQ,SPA,SP,10,False,1091,0.9465,0.8571,0.5562,0,0,0.6886,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
05010,Radical Faith,SPN,SP,5,False,602,0.5241,0.4571,0.2727,0,0,0.1084,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
05010,Radical Faith,SPH,SP,6,False,768,0.6686,0.6714,0.2537,0,0,0.2139,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
05010,Radical Faith,SPA,SP,7,False,660,0.621,0.6571,0.5004,0,0,0.3134,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
05011,Real,SPN,SP,5,False,580,0.4691,0.5571,0.1473,0,0,0.1245,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
05011,Real,SPH,SP,8,False,866,0.7004,0.7857,0.1355,0,0,0.5094,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
05011,Real,SPA,SP,9,False,920,0.7441,0.9714,0.1414,0,0,0.5908,official_memory_cache,tracker_row_order_memory_songid,2026-03-15T08:52:21Z
